Date-Time,Date ∇,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
2015-06-04 06:00:00,04/06/2015,06Z,35.0,56%,1007.8 Hpa,200º (S ),3.7,2/8,2/8 SC,-,-,-,-,-,Few clouds
2015-06-04 09:00:00,04/06/2015,09Z,35.8,57%,1005.8 Hpa,calm.,,2/8,2/8 SC,-,-,-,-,-,Few clouds
2015-06-04 12:00:00,04/06/2015,12Z,34.2,62%,1004.4 Hpa,calm.,,0/8,-,-,-,-,36.6,-,Clear
2015-06-04 15:00:00,04/06/2015,15Z,30.6,81%,1006.1 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
2015-06-04 18:00:00,04/06/2015,18Z,29.4,82%,1006.7 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
2015-06-04 21:00:00,04/06/2015,21Z,29.2,88%,1005.7 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
2015-06-05 00:00:00,05/06/2015,00Z,28.1,93%,1006.6 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
2015-06-05 03:00:00,05/06/2015,03Z,32.0,75%,1007.7 Hpa,calm.,,3/8,3/8 SC,-,-,-,-,28.0,Scattered clouds
2015-06-05 06:00:00,05/06/2015,06Z,34.4,65%,1007.1 Hpa,200º (S ),1.9,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
2015-06-05 09:00:00,05/06/2015,09Z,35.4,69%,1003.7 Hpa,180º (S ),3.7,2/8,2/8 SC,-,-,-,-,-,Few clouds
2015-06-05 12:00:00,05/06/2015,12Z,33.6,68%,1003.5 Hpa,180º (S ),3.7,0/8,-,-,-,-,35.6,-,Clear
2015-06-05 15:00:00,05/06/2015,15Z,30.4,72%,1005.6 Hpa,180º (S ),3.7,0/8,-,-,-,-,-,-,Clear
2015-06-05 18:00:00,05/06/2015,18Z,29.2,88%,1004.5 Hpa,180º (S ),3.7,0/8,-,-,-,-,-,-,Clear
2015-06-05 21:00:00,05/06/2015,21Z,28.0,88%,1004.2 Hpa,calm.,,5/8,3/8 SC,AC,-,-,-,-,Cloudy
2015-06-06 00:00:00,06/06/2015,00Z,27.2,93%,1003.9 Hpa,calm.,,6/8,3/8 SC,AC,-,-,-,-,Cloudy
2015-06-06 03:00:00,06/06/2015,03Z,31.8,80%,1005.9 Hpa,calm.,,7/8,4/8 SC,AC,-,4.0(3h),-,27.2,Cloudy
2015-06-06 06:00:00,06/06/2015,06Z,30.6,81%,1005.6 Hpa,180º (S ),7.4,6/8,3/8 SC,AC,-,4.0(2h),-,-,Cloudy
2015-06-06 09:00:00,06/06/2015,09Z,29.8,80%,1003.7 Hpa,210º (SW),9.3,6/8,4/8 SC,AC,-,4.2(24h),-,-,Cloudy
2015-06-06 12:00:00,06/06/2015,12Z,30.0,79%,1003.3 Hpa,180º (S ),7.4,4/8,2/8 SC,AC,-,4.2(24h),33.6,-,Scattered clouds
2015-06-06 15:00:00,06/06/2015,15Z,27.6,91%,1004.9 Hpa,180º (S ),7.4,0/8,-,-,-,4.2(24h),-,-,Clear
2015-06-06 18:00:00,06/06/2015,18Z,27.0,94%,1004.1 Hpa,180º (S ),5.6,5/8,3/8 SC,AC,-,4.2(24h),-,-,Cloudy
2015-06-06 21:00:00,06/06/2015,21Z,26.8,95%,1003.9 Hpa,180º (S ),5.6,4/8,3/8 SC,AC,-,4.2(24h),-,-,Scattered clouds
2015-06-07 00:00:00,07/06/2015,00Z,26.8,95%,1004.7 Hpa,180º (S ),7.4,3/8,2/8 SC,AC,-,4.2(24h),-,-,Scattered clouds
2015-06-07 03:00:00,07/06/2015,03Z,31.5,77%,1006.2 Hpa,180º (S ),11.1,4/8,4/8 SC,-,-,-,-,26.5,Scattered clouds
2015-06-07 06:00:00,07/06/2015,06Z,33.6,72%,1004.9 Hpa,180º (S ),14.8,5/8,3/8 SC,AC,-,-,-,-,Cloudy
2015-06-07 09:00:00,07/06/2015,09Z,33.5,14%,-,180º (S ),7.4,5/8,3/8 SC,AC,-,-,-,-,Cloudy
2015-06-07 12:00:00,07/06/2015,12Z,30.5,81%,1002.9 Hpa,190º (S ),7.4,4/8,2/8 SC,AC,-,-,34.4,-,Scattered clouds
2015-06-07 15:00:00,07/06/2015,15Z,28.5,91%,1004.3 Hpa,180º (S ),7.4,4/8,3/8 SC,AC,-,-,-,-,Scattered clouds
2015-06-07 18:00:00,07/06/2015,18Z,28.2,87%,1004.6 Hpa,180º (S ),7.4,5/8,3/8 SC,AC,-,-,-,-,Cloudy
2015-06-07 21:00:00,07/06/2015,21Z,27.7,90%,1004.6 Hpa,190º (S ),5.6,5/8,3/8 SC,AC,-,-,-,-,Cloudy
2015-06-08 00:00:00,08/06/2015,00Z,27.0,88%,1004.8 Hpa,180º (S ),3.7,5/8,3/8 SC,AC,-,-,-,-,Cloudy
2015-06-08 03:00:00,08/06/2015,03Z,30.5,81%,1005.1 Hpa,170º (S ),5.6,5/8,3/8 SC,AC,-,-,-,27.0,Cloudy
2015-06-08 06:00:00,08/06/2015,06Z,34.0,75%,1004.0 Hpa,190º (S ),9.3,5/8,3/8 SC,AC,-,-,-,-,Cloudy
2015-06-08 09:00:00,08/06/2015,09Z,34.8,64%,1002.6 Hpa,180º (S ),14.8,2/8,2/8 SC,-,-,-,-,-,Few clouds
2015-06-08 12:00:00,08/06/2015,12Z,32.4,69%,1001.9 Hpa,180º (S ),5.6,2/8,2/8 SC,-,-,-,35.0,-,Few clouds
2015-06-08 15:00:00,08/06/2015,15Z,29.9,89%,1004.0 Hpa,200º (S ),7.4,2/8,2/8 SC,-,-,-,-,-,Few clouds
2015-06-08 18:00:00,08/06/2015,18Z,28.9,89%,1004.1 Hpa,180º (S ),5.6,4/8,4/8 SC,-,-,-,-,-,Scattered clouds
2015-06-08 21:00:00,08/06/2015,21Z,28.0,88%,1002.7 Hpa,180º (S ),3.7,4/8,4/8 SC,-,-,-,-,-,Scattered clouds
2015-06-09 00:00:00,09/06/2015,00Z,27.2,93%,1003.5 Hpa,180º (S ),3.7,8/8,3/8 SC,AC,,-,-,-,Overcast
2015-06-09 03:00:00,09/06/2015,03Z,30.4,82%,1004.1 Hpa,200º (S ),3.7,8/8,3/8 SC,AC,,-,-,27.2,Overcast
2015-06-09 06:00:00,09/06/2015,06Z,33.8,71%,1003.9 Hpa,220º (SW),9.3,6/8,3/8 SC,AC,-,-,-,-,Cloudy
2015-06-09 09:00:00,09/06/2015,09Z,34.2,62%,1001.6 Hpa,180º (S ),7.4,5/8,3/8 SC,AC,-,-,-,-,Cloudy
2015-06-09 12:00:00,09/06/2015,12Z,31.6,76%,1001.1 Hpa,180º (S ),3.7,5/8,3/8 SC,AC,-,-,34.8,-,Cloudy
2015-06-09 15:00:00,09/06/2015,15Z,29.2,82%,1003.0 Hpa,180º (S ),5.6,6/8,4/8 SC,AC,-,-,-,-,Cloudy
2015-06-09 18:00:00,09/06/2015,18Z,28.8,90%,1003.0 Hpa,180º (S ),7.4,7/8,4/8 SC,AC,-,-,-,-,Cloudy
2015-06-09 21:00:00,09/06/2015,21Z,28.0,88%,1003.1 Hpa,180º (S ),5.6,7/8,4/8 SC,AC,-,-,-,-,Cloudy
2015-06-10 00:00:00,10/06/2015,00Z,27.2,93%,1003.3 Hpa,180º (S ),3.7,5/8,3/8 SC,AC,-,-,-,-,Cloudy
2015-06-10 03:00:00,10/06/2015,03Z,29.0,89%,1004.5 Hpa,180º (S ),3.7,6/8,3/8 SC,AC,-,-,-,27.0,Cloudy
2015-06-10 06:00:00,10/06/2015,06Z,30.4,72%,1004.0 Hpa,180º (S ),3.7,6/8,3/8 SC,AC,-,-,-,-,Cloudy
2015-06-10 12:00:00,10/06/2015,12Z,25.1,93%,1002.6 Hpa,calm.,,6/8,3/8 SC,AC,-,42.0(24h),31.3,-,Cloudy
2015-06-10 15:00:00,10/06/2015,15Z,25.0,94%,1004.5 Hpa,calm.,,6/8,3/8 SC,AC,-,42.0(24h),-,-,Cloudy
2015-06-10 18:00:00,10/06/2015,18Z,25.4,91%,1004.1 Hpa,180º (S ),1.9,4/8,2/8 SC,AC,-,42.0(24h),-,-,Scattered clouds
2015-06-10 21:00:00,10/06/2015,21Z,26.0,94%,1003.6 Hpa,180º (S ),1.9,4/8,2/8 SC,AC,-,42.0(24h),-,-,Scattered clouds
2015-06-11 00:00:00,11/06/2015,00Z,26.6,96%,1004.2 Hpa,180º (S ),1.9,5/8,3/8 SC,AC,-,42.0(24h),-,-,Cloudy
2015-06-11 03:00:00,11/06/2015,03Z,23.9,94%,1006.3 Hpa,180º (S ),1.9,6/8,3/8 SC,AC,-,42.0(24h),-,23.6,Cloudy
2015-06-11 06:00:00,11/06/2015,06Z,23.8,95%,1007.4 Hpa,180º (S ),3.7,8/8,1/8 CB,AC,CS,9.0(24h),-,-,"Overcast, haze"
2015-06-11 09:00:00,11/06/2015,09Z,24.0,94%,1003.9 Hpa,calm.,,8/8,4/8 CB,AC,,13.6(24h),-,-,"Overcast, thunderstorms"
2015-06-11 12:00:00,11/06/2015,12Z,24.4,91%,1002.2 Hpa,150º (SE),1.9,6/8,3/8 SC,AC,-,13.6(24h),28.1,-,Cloudy
2015-06-11 15:00:00,11/06/2015,15Z,24.2,93%,1004.2 Hpa,calm.,,5/8,3/8 SC,AC,-,13.6(24h),-,-,Cloudy
2015-06-11 18:00:00,11/06/2015,18Z,24.1,99%,1004.3 Hpa,calm.,,5/8,3/8 SC,AC,-,13.6(24h),-,-,Cloudy
2015-06-11 21:00:00,11/06/2015,21Z,24.0,100%,1004.6 Hpa,180º (S ),1.9,5/8,3/8 SC,AC,-,13.6(24h),-,-,Cloudy
2015-06-12 00:00:00,12/06/2015,00Z,24.0,100%,1004.9 Hpa,180º (S ),1.9,6/8,3/8 SC,AC,-,13.6(24h),-,-,Cloudy
2015-06-12 03:00:00,12/06/2015,03Z,27.0,88%,1005.6 Hpa,200º (S ),1.9,5/8,3/8 SC,AC,-,13.6(24h),-,23.4,Cloudy
2015-06-12 06:00:00,12/06/2015,06Z,30.4,72%,1005.1 Hpa,190º (S ),3.7,5/8,2/8 SC,AC,-,4.4(24h),-,-,Cloudy
2015-06-12 09:00:00,12/06/2015,09Z,31.6,68%,1002.8 Hpa,180º (S ),14.8,8/8,3/8 SC,AC,,-,-,-,Overcast
2015-06-12 12:00:00,12/06/2015,12Z,29.2,78%,1002.6 Hpa,180º (S ),5.6,8/8,5/8 SC,AC,,-,32.8,-,Overcast
2015-06-12 15:00:00,12/06/2015,15Z,28.2,87%,1003.8 Hpa,180º (S ),5.6,8/8,4/8 SC,AC,,-,-,-,Overcast
2015-06-12 18:00:00,12/06/2015,18Z,27.5,91%,1004.5 Hpa,180º (S ),5.6,7/8,4/8 SC,AC,-,-,-,-,Cloudy
2015-06-12 21:00:00,12/06/2015,21Z,26.8,95%,1003.9 Hpa,calm.,,8/8,5/8 SC,AC,,-,-,-,Overcast
2015-06-13 00:00:00,13/06/2015,00Z,26.5,97%,1003.3 Hpa,calm.,,8/8,5/8 SC,AC,,-,-,-,Overcast
2015-06-13 03:00:00,13/06/2015,03Z,27.9,94%,1003.8 Hpa,170º (S ),7.4,8/8,6/8 SC,AC,,-,-,26.5,Overcast
2015-06-13 06:00:00,13/06/2015,06Z,27.8,89%,1004.4 Hpa,180º (S ),9.3,8/8,5/8 SC,AC,,7.0(24h),-,-,Overcast
2015-06-13 09:00:00,13/06/2015,09Z,25.4,91%,1003.8 Hpa,280º (W ),3.7,8/8,7/8 ST,AC,,2.0(3h),-,-,"Overcast, rain"
2015-06-13 12:00:00,13/06/2015,12Z,25.8,95%,1002.7 Hpa,calm.,,8/8,6/8 ST,AC,,4.0(1h),30.2,-,Overcast
2015-06-13 15:00:00,13/06/2015,15Z,25.6,96%,1003.4 Hpa,calm.,,8/8,5/8 ST,AC,,10.4(24h),-,-,Overcast
2015-06-13 18:00:00,13/06/2015,18Z,25.4,91%,1004.8 Hpa,calm.,,8/8,3/8 SC,AC,,10.4(24h),-,-,Overcast
2015-06-13 21:00:00,13/06/2015,21Z,25.3,92%,1003.0 Hpa,180º (S ),1.9,8/8,3/8 SC,AC,,10.4(24h),-,-,Overcast
2015-06-14 00:00:00,14/06/2015,00Z,25.6,96%,1003.0 Hpa,calm.,,5/8,2/8 SC,AC,-,10.4(24h),-,-,Cloudy
2015-06-14 03:00:00,14/06/2015,03Z,31.0,79%,1004.2 Hpa,180º (S ),7.4,4/8,2/8 SC,AC,-,10.4(24h),-,25.0,Scattered clouds
2015-06-14 06:00:00,14/06/2015,06Z,32.0,70%,1003.0 Hpa,calm.,,6/8,3/8 SC,AC,-,3.6(24h),-,-,Cloudy
2015-06-14 09:00:00,14/06/2015,09Z,33.1,66%,1000.9 Hpa,180º (S ),7.4,6/8,3/8 SC,AC,-,2.0(24h),-,-,Cloudy
2015-06-14 12:00:00,14/06/2015,12Z,30.3,77%,1000.5 Hpa,180º (S ),5.6,6/8,3/8 SC,AC,-,-,33.6,-,Cloudy
2015-06-14 15:00:00,14/06/2015,15Z,27.7,90%,1003.5 Hpa,180º (S ),7.4,2/8,2/8 SC,-,-,-,-,-,Few clouds
2015-06-14 18:00:00,14/06/2015,18Z,26.9,89%,1004.0 Hpa,calm.,,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
2015-06-14 21:00:00,14/06/2015,21Z,26.6,96%,1002.6 Hpa,calm.,,7/8,3/8 SC,AC,-,-,-,-,Cloudy
2015-06-15 00:00:00,15/06/2015,00Z,26.4,92%,1002.3 Hpa,180º (S ),3.7,7/8,4/8 SC,AC,-,2.0(24h),-,-,Cloudy
2015-06-15 03:00:00,15/06/2015,03Z,27.0,94%,1003.7 Hpa,180º (S ),1.9,7/8,4/8 SC,AC,-,2.0(3h),-,26.0,"Cloudy, rain"
2015-06-15 06:00:00,15/06/2015,06Z,31.0,79%,1002.7 Hpa,180º (S ),14.8,6/8,3/8 SC,AC,-,4.0(24h),-,-,Cloudy
2015-06-15 09:00:00,15/06/2015,09Z,27.0,94%,1001.4 Hpa,180º (S ),5.6,7/8,4/8 SC,AC,-,5.0(3h),-,-,Cloudy
2015-06-15 12:00:00,15/06/2015,12Z,27.5,91%,1001.8 Hpa,180º (S ),3.7,6/8,3/8 SC,AC,-,5.0(2h),31.6,-,Cloudy
2015-06-15 15:00:00,15/06/2015,15Z,26.6,90%,1003.8 Hpa,180º (S ),13.0,5/8,3/8 SC,AC,-,9.0(24h),-,-,Cloudy
2015-06-15 18:00:00,15/06/2015,18Z,26.1,93%,1003.9 Hpa,180º (S ),5.6,5/8,4/8 SC,AC,-,9.0(24h),-,-,Cloudy
2015-06-15 21:00:00,15/06/2015,21Z,25.8,95%,1002.7 Hpa,180º (S ),1.9,5/8,2/8 SC,AC,-,9.0(24h),-,-,Cloudy
2015-06-16 00:00:00,16/06/2015,00Z,25.5,97%,1002.9 Hpa,calm.,,6/8,-,6/8 AC,-,7.0(24h),-,-,Cloudy
2015-06-16 03:00:00,16/06/2015,03Z,28.5,86%,1004.4 Hpa,180º (S ),7.4,6/8,4/8 SC,AC,-,5.0(24h),-,25.4,Cloudy
2015-06-16 06:00:00,16/06/2015,06Z,29.2,82%,1004.5 Hpa,180º (S ),14.8,7/8,4/8 SC,AC,-,1.0(3h),-,-,Cloudy
2015-06-16 09:00:00,16/06/2015,09Z,27.0,88%,1003.3 Hpa,180º (S ),5.6,7/8,4/8 SC,AC,-,1.6(24h),-,-,"Cloudy, rain"
2015-06-16 12:00:00,16/06/2015,12Z,26.8,95%,1002.6 Hpa,calm.,,6/8,3/8 SC,AC,-,1.6(24h),30.5,-,Cloudy
2015-06-16 15:00:00,16/06/2015,15Z,26.6,96%,1003.8 Hpa,calm.,,5/8,3/8 SC,AC,-,1.6(24h),-,-,Cloudy
2015-06-16 18:00:00,16/06/2015,18Z,26.4,92%,1004.1 Hpa,calm.,,5/8,3/8 SC,AC,-,1.6(24h),-,-,Cloudy
2015-06-16 21:00:00,16/06/2015,21Z,25.9,94%,1002.9 Hpa,calm.,,4/8,2/8 SC,AC,-,-,-,-,Scattered clouds
2015-06-17 00:00:00,17/06/2015,00Z,25.9,94%,1002.9 Hpa,calm.,,4/8,2/8 SC,AC,-,-,-,-,Scattered clouds
2015-06-17 03:00:00,17/06/2015,03Z,28.6,85%,1004.6 Hpa,180º (S ),5.6,6/8,3/8 SC,AC,-,1.6(24h),-,25.4,Cloudy
2015-06-17 06:00:00,17/06/2015,06Z,30.4,77%,1003.8 Hpa,180º (S ),5.6,6/8,3/8 SC,AC,-,1.0(24h),-,-,Cloudy
2015-06-17 09:00:00,17/06/2015,09Z,31.8,85%,1001.8 Hpa,200º (S ),3.7,4/8,2/8 SC,AC,-,-,-,-,Scattered clouds
2015-06-17 12:00:00,17/06/2015,12Z,31.0,74%,1001.1 Hpa,210º (SW),1.9,4/8,-,4/8 AC,-,-,32.6,-,Scattered clouds
2015-06-17 15:00:00,17/06/2015,15Z,28.6,91%,1002.4 Hpa,210º (SW),1.9,0/8,-,-,-,-,-,-,Clear
2015-06-17 18:00:00,17/06/2015,18Z,27.6,91%,1003.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
2015-06-17 21:00:00,17/06/2015,21Z,27.0,88%,1002.5 Hpa,calm.,,0/8,-,-,-,-,-,-,Clear
2015-06-18 00:00:00,18/06/2015,00Z,26.6,96%,1002.8 Hpa,calm.,,5/8,2/8 SC,AC,-,-,-,-,Cloudy
2015-06-18 03:00:00,18/06/2015,03Z,29.6,85%,1004.4 Hpa,calm.,,5/8,3/8 SC,AC,-,-,-,26.3,Cloudy
2015-06-18 06:00:00,18/06/2015,06Z,33.0,66%,1003.3 Hpa,200º (S ),3.7,6/8,4/8 SC,AC,-,-,-,-,Cloudy
2015-06-18 09:00:00,18/06/2015,09Z,34.1,55%,1000.5 Hpa,calm.,,5/8,3/8 SC,AC,-,-,-,-,Cloudy
2015-06-18 12:00:00,18/06/2015,12Z,31.2,69%,1000.1 Hpa,180º (S ),5.6,6/8,3/8 SC,AC,-,-,35.0,-,Cloudy
2015-06-18 15:00:00,18/06/2015,15Z,29.4,82%,1001.6 Hpa,calm.,,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
2015-06-18 18:00:00,18/06/2015,18Z,28.7,85%,1002.9 Hpa,calm.,,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
2015-06-18 21:00:00,18/06/2015,21Z,27.8,95%,1001.5 Hpa,calm.,,8/8,3/8 SC,AC,,0.8(3h),-,-,Overcast
2015-06-19 00:00:00,19/06/2015,00Z,27.2,93%,1001.4 Hpa,calm.,,6/8,6/8 SC,AC,-,0.8(24h),-,-,Cloudy
2015-06-19 03:00:00,19/06/2015,03Z,30.3,77%,1003.4 Hpa,calm.,,3/8,3/8 SC,-,-,0.8(24h),-,26.5,Scattered clouds
2015-06-19 06:00:00,19/06/2015,06Z,33.4,61%,1002.3 Hpa,160º (S ),3.7,4/8,4/8 SC,-,-,0.8(24h),-,-,Scattered clouds
2015-06-19 09:00:00,19/06/2015,09Z,35.8,60%,999.9 Hpa,180º (S ),1.9,5/8,4/8 SC,AC,-,0.8(24h),-,-,Cloudy
2015-06-19 12:00:00,19/06/2015,12Z,33.3,65%,999.2 Hpa,360º (N ),3.7,5/8,3/8 SC,-,CI,0.8(24h),36.6,-,Cloudy
2015-06-19 15:00:00,19/06/2015,15Z,29.6,76%,1001.9 Hpa,calm.,,7/8,5/8 CB,AC,-,0.8(24h),-,-,"Cloudy, thunderstorm no precipitation"
2015-06-19 18:00:00,19/06/2015,18Z,27.6,96%,1002.0 Hpa,090º (E ),5.6,7/8,4/8 SC,AC,-,3.0(3h),-,-,Cloudy
2015-06-19 21:00:00,19/06/2015,21Z,27.0,94%,1001.3 Hpa,090º (E ),3.7,6/8,3/8 SC,AC,-,3.0(24h),-,-,Cloudy
2015-06-20 00:00:00,20/06/2015,00Z,27.2,87%,1002.2 Hpa,090º (E ),1.9,4/8,4/8 SC,-,CI,3.0(24h),-,-,Scattered clouds
2015-06-20 03:00:00,20/06/2015,03Z,31.2,69%,1003.5 Hpa,120º (SE),7.4,3/8,2/8 SC,AC,-,3.0(24h),-,26.6,Scattered clouds
2015-06-20 06:00:00,20/06/2015,06Z,33.0,63%,1002.2 Hpa,120º (SE),1.9,3/8,3/8 SC,-,-,3.0(24h),-,-,Scattered clouds
2015-06-20 09:00:00,20/06/2015,09Z,34.8,68%,999.9 Hpa,180º (S ),5.6,3/8,3/8 SC,-,-,3.0(24h),-,-,Scattered clouds
2015-06-20 12:00:00,20/06/2015,12Z,33.8,85%,999.1 Hpa,180º (S ),7.4,6/8,3/8 SC,AC,-,3.0(24h),35.4,-,Cloudy
2015-06-20 15:00:00,20/06/2015,15Z,28.8,84%,1001.9 Hpa,180º (S ),3.7,7/8,3/8 SC,AC,-,3.0(24h),-,-,Cloudy
2015-06-20 18:00:00,20/06/2015,18Z,27.4,86%,1002.2 Hpa,calm.,,7/8,4/8 SC,AC,-,-,-,-,Cloudy
2015-06-20 21:00:00,20/06/2015,21Z,27.0,88%,1001.9 Hpa,calm.,,6/8,3/8 SC,AC,-,-,-,-,Cloudy
2015-06-21 00:00:00,21/06/2015,00Z,26.6,85%,1001.7 Hpa,calm.,,5/8,3/8 SC,AC,-,-,-,-,Cloudy
2015-06-21 03:00:00,21/06/2015,03Z,31.2,69%,1002.9 Hpa,090º (E ),3.7,4/8,3/8 SC,AC,-,-,-,26.4,Scattered clouds
2015-06-21 06:00:00,21/06/2015,06Z,32.6,76%,1001.8 Hpa,130º (SE),7.4,6/8,4/8 SC,AC,-,-,-,-,Cloudy
2015-06-21 09:00:00,21/06/2015,09Z,32.7,67%,1000.0 Hpa,180º (S ),25.9,5/8,3/8 SC,AC,-,-,-,-,Cloudy
2015-06-21 12:00:00,21/06/2015,12Z,30.0,74%,999.7 Hpa,130º (SE),5.6,7/8,4/8 SC,AC,-,-,35.5,-,Cloudy
2015-06-21 15:00:00,21/06/2015,15Z,27.6,85%,1002.0 Hpa,130º (SE),3.7,6/8,3/8 SC,AC,-,-,-,-,Cloudy
2015-06-21 18:00:00,21/06/2015,18Z,26.4,86%,1001.6 Hpa,130º (SE),5.6,7/8,4/8 SC,AC,-,-,-,-,Cloudy
2015-06-21 21:00:00,21/06/2015,21Z,26.0,88%,1000.2 Hpa,130º (SE),5.6,7/8,4/8 SC,AC,-,0.4(3h),-,-,"Cloudy, drizzle"
2015-06-22 00:00:00,22/06/2015,00Z,25.7,95%,1000.2 Hpa,180º (S ),5.6,8/8,8/8 SC,AC,,1.0(24h),-,-,"Overcast, rain"
2015-06-22 03:00:00,22/06/2015,03Z,28.0,83%,1000.1 Hpa,180º (S ),7.4,7/8,4/8 SC,AC,-,3.0(3h),-,25.6,Cloudy
2015-06-22 06:00:00,22/06/2015,06Z,27.0,94%,999.4 Hpa,130º (SE),9.3,8/8,6/8 ST,AC,,7.0(18h),-,-,"Overcast, rain"
2015-06-22 09:00:00,22/06/2015,09Z,25.2,98%,998.5 Hpa,130º (SE),5.6,7/8,5/8 ST,AC,-,24.0(3h),-,-,"Cloudy, rain"
2015-06-22 15:00:00,22/06/2015,15Z,26.0,94%,998.5 Hpa,170º (S ),5.6,8/8,7/8 ST,AC,,38.0(24h),-,-,"Overcast, rain"
2015-06-22 18:00:00,22/06/2015,18Z,25.8,95%,998.2 Hpa,180º (S ),5.6,8/8,6/8 ST,AC,,7.0(15h),-,-,"Overcast, rain"
2015-06-22 21:00:00,22/06/2015,21Z,26.0,94%,997.5 Hpa,160º (S ),5.6,8/8,6/8 ST,AC,,3.0(3h),-,-,"Overcast, rain"
2015-06-23 00:00:00,23/06/2015,00Z,26.0,94%,997.1 Hpa,180º (S ),7.4,8/8,6/8 ST,AC,,6.0(15h),-,-,"Overcast, rain"
2015-06-23 03:00:00,23/06/2015,03Z,26.3,92%,998.3 Hpa,180º (S ),5.6,8/8,6/8 ST,AC,,4.0(3h),-,25.2,"Overcast, rain"
2015-06-23 06:00:00,23/06/2015,06Z,26.8,95%,997.9 Hpa,150º (SE),5.6,8/8,7/8 ST,AC,,46.0(24h),-,-,"Overcast, rain"
2015-06-23 09:00:00,23/06/2015,09Z,28.0,88%,997.0 Hpa,180º (S ),7.4,8/8,7/8 ST,AC,,0.2(3h),-,-,Overcast
2015-06-23 12:00:00,23/06/2015,12Z,27.4,86%,996.7 Hpa,180º (S ),5.6,8/8,7/8 ST,AC,,0.2(2h),28.6,-,Overcast
2015-06-23 15:00:00,23/06/2015,15Z,26.7,95%,1007.6 Hpa,180º (S ),3.7,8/8,7/8 ST,AC,,1.0(3h),-,-,"Overcast, rain"
2015-06-23 18:00:00,23/06/2015,18Z,26.2,93%,998.4 Hpa,180º (S ),1.9,8/8,6/8 ST,AC,,2.0(18h),-,-,Overcast
2015-06-23 21:00:00,23/06/2015,21Z,26.2,93%,997.3 Hpa,calm.,,8/8,7/8 ST,AC,,0.4(3h),-,-,"Overcast, drizzle"
2015-06-24 00:00:00,24/06/2015,00Z,26.0,94%,997.5 Hpa,calm.,,8/8,6/8 ST,AC,,0.6(1h),-,-,Overcast
2015-06-24 03:00:00,24/06/2015,03Z,27.4,92%,998.5 Hpa,180º (S ),3.7,8/8,6/8 ST,AC,,4.0(24h),-,26.0,Overcast
2015-06-24 06:00:00,24/06/2015,06Z,28.4,86%,997.5 Hpa,180º (S ),3.7,8/8,7/8 ST,AC,,2.4(24h),-,-,Overcast
2015-06-24 09:00:00,24/06/2015,09Z,27.8,95%,996.4 Hpa,180º (S ),5.6,8/8,6/8 ST,AC,,2.0(3h),-,-,Overcast
2015-06-24 12:00:00,24/06/2015,12Z,28.0,88%,996.2 Hpa,180º (S ),3.7,8/8,6/8 ST,AC,,2.0(3h),29.2,-,Overcast
2015-06-24 15:00:00,24/06/2015,15Z,27.4,92%,998.0 Hpa,180º (S ),3.7,8/8,6/8 ST,AC,,2.0(3h),-,-,Overcast
2015-06-24 18:00:00,24/06/2015,18Z,26.2,93%,997.5 Hpa,calm.,,8/8,6/8 ST,AC,,2.0(24h),-,-,Overcast
2015-06-24 21:00:00,24/06/2015,21Z,26.0,94%,996.7 Hpa,calm.,,8/8,6/8 ST,AC,,4.6(24h),-,-,Overcast
2015-06-25 00:00:00,25/06/2015,00Z,25.6,100%,995.8 Hpa,calm.,,8/8,7/8 ST,AC,,36.0(3h),-,-,"Overcast, rain"
2015-06-25 03:00:00,25/06/2015,03Z,27.2,93%,996.2 Hpa,calm.,,8/8,6/8 ST,AC,,5.0(3h),-,25.2,Overcast
2015-06-25 09:00:00,25/06/2015,09Z,27.0,94%,993.5 Hpa,calm.,,8/8,4/8 SC,AC,,20.0(3h),-,-,"Overcast, rain"
2015-06-25 12:00:00,25/06/2015,12Z,26.4,97%,993.3 Hpa,180º (S ),1.9,8/8,6/8 ST,AC,,25.0(18h),30.0,-,"Overcast, rain"
2015-06-25 15:00:00,25/06/2015,15Z,26.3,92%,994.5 Hpa,calm.,,7/8,4/8 SC,AC,-,2.0(3h),-,-,"Cloudy, rain"
2015-06-25 18:00:00,25/06/2015,18Z,25.8,95%,994.9 Hpa,180º (S ),1.9,7/8,4/8 SC,AC,-,12.0(3h),-,-,"Cloudy, rain"
2015-06-25 21:00:00,25/06/2015,21Z,26.0,94%,993.4 Hpa,calm.,,6/8,3/8 SC,AC,-,78.8(24h),-,-,Cloudy
2015-06-26 00:00:00,26/06/2015,00Z,26.0,94%,993.4 Hpa,180º (S ),1.9,7/8,4/8 SC,AC,-,2.0(24h),-,-,Cloudy
